Total population,White alone,Black alone,American Indian alone,Asian alone,Hawaiian alone,Hispanic,Other alone,Two or more,Census Tract,Poverty
1172,992,1,0,22,0,130,0,27,6071011300,219
4597,1040,197,0,1775,0,1459,11,115,6071000103,419
5074,1778,75,0,20,22,3095,0,84,6071001200,386
5527,94,18,0,11,0,5325,70,9,6071001600,2300
3678,1601,104,0,94,0,1844,7,28,6065046405,643
2092,168,90,0,0,0,1806,0,28,6065030502,831
3983,1417,79,20,233,0,2106,3,125,6065031703,834
5970,1176,98,0,0,0,4646,0,50,6065040403,494
6585,1034,326,5,84,0,5036,0,100,6065040502,1798
5296,2101,1,22,91,0,2954,0,127,6065040604,647
3239,736,135,13,145,0,2199,0,11,6065030900,357
3397,237,263,0,5,0,2829,0,63,6065030503,1639
7353,3297,194,7,155,0,3437,40,223,6065031402,1414
5584,1641,235,22,561,0,3038,4,83,6065031704,554
4450,711,205,0,308,0,3172,0,54,6065040303,647
3226,305,0,0,158,0,2763,0,0,6065040603,191
2780,641,133,0,155,0,1733,3,115,6065040903,466
2783,758,47,0,214,0,1729,5,30,6065041003,347
4615,637,629,31,311,0,2992,0,15,6065030501,1828
3281,2217,179,23,185,0,602,17,58,6065030602,192
3140,2023,120,0,75,20,805,0,97,6065030603,245
7578,2708,386,130,318,21,3786,0,229,6065031501,661
3678,1272,17,27,31,19,2197,0,115,6065040202,777
4185,343,94,0,5,0,3743,0,0,6065040203,1788
4073,118,301,0,0,0,3625,18,11,6065040204,1152
4005,1083,199,86,112,14,2367,77,67,6065043313,1754
6793,2255,316,61,54,0,4087,0,20,6065043401,2967
8362,3953,490,0,489,19,3065,15,331,6065043504,1675
5765,3565,47,12,93,0,1909,0,139,6065043802,886
6704,2696,225,6,40,0,3658,0,79,6065043900,1212
6542,2418,194,0,37,0,3884,0,9,6065044505,1856
6268,1437,143,0,172,10,4446,0,60,6065040201,693
5938,2249,214,31,431,0,2954,0,59,6065031001,944
3187,693,29,22,219,0,1859,20,345,6019004404,1364
3249,371,304,17,887,0,1591,0,79,6019003001,465
3413,742,400,61,164,9,1970,9,58,6019000100,1575
2870,153,416,18,317,26,1935,0,5,6019000200,3763
5291,271,183,0,899,2,3886,0,50,6019002702,1017
5161,775,184,74,653,8,3285,0,182,6019003400,2381
10735,2428,560,0,1719,0,5868,16,144,6019004207,2205
6588,2242,582,46,531,0,3120,22,45,6019004211,1448
5007,2355,446,0,611,0,1565,0,30,6019004504,1851
5698,1152,538,0,907,0,3005,0,96,6019003202,2726
2614,2244,13,0,166,0,151,0,40,6059062642,255
2606,2555,0,0,8,0,43,0,0,6059063006,78
3767,2577,26,0,153,10,661,158,182,6059063202,293
4375,1597,11,33,240,0,2336,60,98,6059063604,1105
4700,1810,27,12,613,22,2038,12,166,6059063904,987
5676,929,236,25,467,46,3880,17,76,6059074006,1084
4157,3066,4,48,184,0,834,12,9,6059075603,286
3615,1570,114,10,225,0,1599,0,97,6059075816,586
5686,966,43,0,611,0,3964,0,102,6059086402,1299
5728,480,47,0,140,0,5059,0,2,6059087405,2454
6229,1195,65,0,794,0,4055,0,120,6059087503,1697
6847,1086,305,0,1379,200,3762,16,99,6059087805,1175
5587,608,54,153,2007,22,2699,14,30,6059087902,1677
2236,701,160,1,440,0,809,0,125,6059088101,402
4862,881,45,0,2133,0,1699,33,71,6059088105,1022
5471,627,0,0,2154,41,2630,0,19,6059089107,522
4466,749,64,0,2987,11,531,0,124,6059099204,611
3640,2582,0,0,466,0,502,46,44,6059099214,325
4603,953,56,0,299,0,3155,0,140,6059086306,712
6774,1207,8,27,646,79,4452,25,330,6059086407,1148
4483,741,61,0,71,0,3565,0,45,6059086501,1406
5297,891,444,0,1020,21,2783,49,89,6059087001,1236
7126,1115,404,172,800,0,4461,14,160,6059087102,1607
4912,956,86,0,410,0,3436,0,24,6059087106,1373
10609,1690,71,21,1090,10,7554,0,173,6059087300,3178
6416,4299,36,0,855,0,972,0,254,6081603300,355
2857,1186,9,4,1354,0,126,0,178,6081604600,94
5534,2797,174,0,1194,0,1220,0,149,6081605500,466
2645,1932,50,0,398,0,175,0,90,6081605800,38
5017,2130,53,0,1345,0,1153,13,323,6081607400,888
3121,1778,14,0,1002,0,181,0,146,6081607900,181
6328,1254,108,0,2044,123,2535,28,236,6081608400,675
5002,2556,15,10,999,26,1030,16,350,6081608501,239
4690,2759,31,0,1039,0,551,55,255,6081605300,400
5909,3539,0,0,1800,0,260,11,299,6081605600,249
6975,3849,21,19,1878,71,885,0,252,6081608900,226
5036,3062,59,0,1173,0,472,16,254,6081606400,135
3430,2020,43,0,1167,0,51,0,149,6081606800,217
6314,3860,19,18,1623,0,527,0,267,6081608800,564
1584,947,22,0,223,0,206,0,186,6081609100,80
2631,1147,85,22,103,0,1185,10,79,6081610100,337
6079,1059,133,0,282,201,4297,15,92,6081610400,1613
2869,1926,14,0,649,8,112,12,148,6081611500,85
4454,3054,51,0,524,0,541,0,284,6081612500,254
2760,2276,45,0,92,0,280,0,67,6073017303,183
6805,5531,42,0,206,0,962,16,48,6073017404,939
6432,4439,75,28,108,0,1651,0,131,6073018100,541
2280,1744,63,0,56,0,335,0,82,6073018300,185
7796,1750,653,7,711,123,4422,0,130,6073018610,1528
4565,2593,276,88,117,3,1221,27,240,6073009400,340
4725,3275,71,0,462,21,731,16,149,6073008512,470
4593,3093,73,33,335,0,797,40,222,6073000700,396
5272,1329,447,0,350,26,3003,5,112,6073001600,1392
5767,575,569,2,1232,0,3365,0,24,6073002707,2601
5699,137,137,0,460,0,4768,0,197,6073011601,2110
3964,476,283,8,241,0,2931,0,25,6073011602,1310
5213,3105,127,2,162,161,1367,9,280,6097152904,581
5803,2845,28,97,255,0,2303,0,275,6097153003,1022
4776,4101,68,0,63,0,442,48,54,6097153501,303
3557,2948,43,12,58,14,331,10,141,6097153703,914
6399,4419,189,0,512,0,1196,22,61,6097151311,897
3616,2881,26,0,196,0,452,0,61,6097151504,160
4302,3216,101,22,183,0,675,0,105,6097152501,345
4937,2774,0,46,209,0,1745,0,163,6097152801,794
4392,3802,14,21,49,0,289,0,217,6097153404,552
6076,4932,7,12,22,0,931,19,153,6097153600,799
2568,1873,0,29,61,0,563,7,35,6097154000,379
1756,1049,75,20,60,0,479,0,73,6097152000,556
7158,2921,248,0,179,169,3449,0,192,6097152802,1561
13212,4659,298,88,1120,45,6344,33,625,6097153300,2281
6513,798,512,5,1056,156,3811,0,175,6001436900,949
3497,685,223,13,706,213,1518,0,139,6001437000,363
3887,187,412,0,1568,310,1337,9,64,6001438300,320
5163,366,488,4,3451,189,415,0,250,6001440304,345
5436,990,133,32,3588,0,487,26,180,6001441402,96
5373,624,292,13,3460,37,811,0,136,6001441522,638
7359,2520,116,53,3447,0,1082,18,123,6001441800,806
4084,640,269,74,1693,0,1151,7,250,6001441921,125
3232,646,6,14,2302,20,38,132,74,6001442000,54
5303,772,34,21,4329,5,48,9,85,6001442100,138
4343,1096,157,0,2643,12,232,0,203,6001443301,200
7196,1289,137,8,5132,56,419,0,155,6001442200,320
3275,423,72,6,1680,146,802,0,146,6001440331,697
5902,1569,133,42,2930,0,900,23,305,6001441302,111
5226,3033,43,0,1260,0,654,6,230,6001450742,300
5806,4287,56,0,802,17,450,10,184,6001451601,554
3181,2193,31,6,151,35,596,0,169,6001451701,137
1638,817,343,3,144,13,124,21,173,6001400600,151
4977,2599,20,2,282,3,1963,18,90,6081613501,212
5875,761,224,0,632,0,4118,73,67,6081610201,1383
3151,1310,149,6,691,19,835,14,127,6081610202,486
8145,3081,39,0,3670,60,740,50,505,6081610303,508
4434,2017,212,0,1519,0,413,10,263,6081610304,195
6016,2741,95,3,782,68,2210,22,95,6081610700,356
2481,1781,44,8,324,0,187,0,137,6081611600,98
4173,264,101,0,2315,277,1125,8,83,6081600200,568
3952,719,253,0,2197,0,666,11,106,6081600300,206
7594,825,223,17,4032,0,2369,0,128,6081600700,795
5591,700,281,0,3116,100,1328,10,56,6081601502,828
8740,1156,174,0,1256,11,5805,0,338,6081602200,1439
4167,513,126,10,1047,153,2185,0,133,6081602300,791
5525,1986,56,12,1847,85,1064,112,363,6081603700,476
5551,2803,122,18,1372,0,1197,2,37,6081603900,189
5530,3191,118,0,1737,0,206,34,244,6081605700,107
4354,2047,56,10,1051,0,1068,0,122,6081606300,377
7425,2820,551,0,1620,0,1874,0,560,6085502201,1858
2529,173,0,0,1600,31,693,0,32,6085503105,606
9571,2403,452,14,5432,0,1132,0,138,6085505001,655
4831,1169,173,0,1971,16,1376,7,119,6085505301,935
5968,1999,383,88,1318,0,1921,0,259,6085500200,414
4239,1246,238,0,1711,18,793,30,203,6085500901,1244
4845,211,183,0,1170,0,3270,0,11,6085501501,1361
5181,2450,186,59,1044,93,1187,29,133,6085502101,381
5076,2538,203,32,975,0,1088,0,240,6085502701,433
5326,2956,125,34,799,0,1063,8,341,6085502903,299
3598,2283,186,0,477,0,553,20,79,6085503002,153
5141,142,55,16,1430,0,3498,0,0,6085503110,1595
5196,172,17,64,2336,6,2524,0,77,6085503111,730
5326,429,183,0,422,0,4277,0,15,6085503113,1523
4911,347,69,7,2791,0,1590,0,107,6085503213,1043
8040,218,24,0,4408,0,3248,0,142,6085503214,2237
3720,369,121,5,1563,0,1619,0,43,6085503511,439
5368,187,155,0,1396,0,3560,8,62,6085503602,1570
4953,508,52,2,778,4,3455,0,154,6085504101,862
6617,1249,133,0,3992,0,1046,0,197,6085504803,494
4967,524,145,12,3493,13,705,0,75,6085504316,580
5486,653,103,21,3841,6,800,0,62,6085504321,784
7758,873,14,0,5507,28,1093,0,243,6085504505,287
6000,3084,204,0,1151,0,1173,43,345,6085505203,861
7663,2262,44,0,3261,0,1711,128,257,6085505403,553
4077,1663,127,0,1723,0,449,0,115,6085506102,146
2577,1528,344,4,243,0,381,0,77,6001401200,267
1668,376,303,12,677,12,262,4,22,6001403100,533
3343,2288,216,0,484,0,159,15,181,6001403800,184
2998,1772,168,24,365,70,402,15,182,6001404000,248
1795,1180,73,0,251,7,136,0,148,6001404501,35
4324,2666,756,0,395,0,141,11,355,6001405100,107
3434,466,877,19,1231,0,694,55,92,6001405700,988
4645,660,896,53,2024,20,961,8,23,6001405800,1611
3708,1494,620,18,815,22,414,0,325,6001406900,482
5256,539,938,0,1058,166,2394,0,161,6001436602,1082
7743,2000,281,27,3360,31,1893,0,151,6001433300,932
4757,1267,1120,3,688,269,1306,53,51,6001435300,780
9279,1159,1092,26,2303,28,4462,0,209,6001436300,1628
3258,591,438,1,859,138,1057,0,174,6001437300,653
4586,588,236,0,690,8,3030,0,34,6001437500,1001
4730,988,284,34,1352,39,1817,0,216,6001437800,302
8080,1529,594,27,2374,47,3084,85,340,6001438100,698
5882,2206,1196,10,857,8,1407,0,198,6073009201,1233
7516,5471,250,64,339,0,1161,88,143,6073009706,356
5260,521,146,0,540,0,4030,0,23,6073010010,1172
3744,825,332,0,419,0,2118,7,43,6073010104,396
5985,484,52,0,199,0,5161,0,89,6073010106,1492
4323,1664,160,0,394,0,1905,0,200,6073010300,1332
6298,899,241,34,687,0,4257,0,180,6073010402,1384
7012,3105,159,82,2601,0,536,24,505,6073008328,423
6014,3094,621,0,1630,0,504,0,165,6073008330,1176
5045,2116,56,0,2291,12,390,0,180,6073008346,132
3663,980,39,0,1817,0,631,0,196,6073008352,584
3845,2866,31,75,104,0,666,0,103,6073009103,276
9276,5358,415,19,777,0,2515,0,192,6073009304,1656
3879,263,271,17,55,0,3214,0,59,6073004800,1653
1805,827,290,10,183,0,401,0,94,6073006600,365
2967,2199,180,0,215,10,286,20,57,6073007002,191
3175,2535,62,10,149,0,324,0,95,6073007502,452
4095,2453,220,76,591,0,624,0,131,6073009502,379
3112,1304,245,0,676,0,611,87,189,6073008701,449
3232,2350,44,0,147,0,457,0,234,6073009104,262
5669,2668,54,2,2698,0,160,0,87,6085507600,697
6221,3612,289,48,903,0,1114,0,255,6073009202,149
4436,2896,170,0,441,12,591,56,270,6073009506,242
4009,2680,160,27,258,22,797,0,65,6073009602,104
3854,910,30,0,2636,0,179,0,99,6085507701,161
5238,998,17,0,4021,0,35,0,167,6085507808,185
5375,1601,49,0,3298,0,229,4,194,6085508203,244
3757,730,777,0,740,0,1321,19,170,6067004401,1529
5423,1087,318,30,455,108,3048,184,193,6067004602,2689
3506,992,672,5,396,14,1274,35,118,6067005201,948
3400,1541,424,31,394,0,826,29,155,6067005508,1018
3966,1736,555,0,339,0,1132,12,192,6067005605,1305
6359,4744,217,0,563,0,672,0,163,6067005901,476
4851,3545,159,0,309,0,599,0,239,6067001500,276
7875,1906,288,54,3051,17,2109,0,450,6067009312,1107
4606,648,686,0,1482,0,1449,32,309,6067009316,1228
3130,1414,19,0,166,10,1471,2,48,6067009503,955
6692,462,1277,0,2487,329,1949,0,188,6067009601,2048
5295,1678,569,22,1386,0,1356,15,269,6067009612,562
2482,1981,0,0,156,68,159,0,118,6067005804,88
4234,2680,208,67,144,58,800,0,277,6067006002,906
3531,1206,580,41,269,0,1189,0,246,6067006202,1536
7838,1511,1291,0,1862,167,2491,12,504,6067006702,2883
5978,3934,77,0,375,0,1277,0,315,6067001600,529
3342,2201,55,0,178,0,666,13,229,6067002300,171
3108,999,283,0,197,19,1320,0,290,6067003102,968
2526,1229,124,0,373,0,711,16,73,6067003501,663
4301,701,331,0,900,48,2199,0,122,6067003700,1650
3993,1558,268,7,1344,0,578,0,238,6075012000,946
4027,3114,25,0,365,0,324,0,199,6075012700,154
4274,3098,131,0,604,0,321,84,36,6075013200,81
4729,3300,103,0,682,0,344,32,268,6075013300,581
2673,1718,58,27,596,0,154,16,104,6075013500,193
2236,1293,290,0,318,20,207,21,87,6075015300,144
5225,3853,216,0,379,0,579,4,194,6075016700,390
6181,3037,195,8,1022,49,1157,345,368,6075020200,745
2949,2207,96,0,384,0,184,0,78,6075020500,191
4692,2714,113,17,600,0,898,25,325,6075021000,432
5095,301,555,0,3771,0,322,0,146,6075023001,789
4960,1788,211,33,1800,162,633,0,333,6075035202,687
5422,1852,233,0,2705,24,351,0,257,6075042700,1198
4119,2991,42,0,322,0,545,0,219,6075060100,241
6743,744,965,18,3328,0,1483,30,175,6075031400,798
6681,2507,14,0,3236,76,437,0,411,6075032700,510
4436,2353,67,0,1566,0,326,8,116,6075040100,1199
4179,282,1159,0,650,0,1940,16,132,6075023200,269
5255,3576,115,0,1054,0,352,23,135,6075030102,568
5987,2202,20,23,3190,0,349,0,203,6075035201,800
7112,2420,202,0,3471,0,515,44,460,6075035400,587
4563,1575,380,82,1855,12,445,0,214,6075015900,798
4178,1468,18,34,2255,1,293,0,109,6085508204,244
4672,2144,59,0,2101,0,147,0,221,6085508301,132
3374,2013,38,0,575,136,413,0,199,6085509302,209
3913,2454,258,0,261,9,703,14,214,6095252908,395
5380,3268,61,21,179,0,1556,29,266,6095253101,902
2743,1385,204,13,297,39,642,0,163,6095251300,247
5297,1544,1360,22,863,0,1262,12,234,6095252704,670
6376,2530,725,52,627,0,1911,12,519,6095253105,1481
6599,3050,649,57,826,0,1792,0,225,6095252904,410
6435,1417,2943,92,239,58,1517,25,144,6095253000,0
7804,3154,170,0,451,0,3718,0,311,6095253402,1325
3931,2572,42,0,265,0,596,48,408,6095252102,351
9568,4472,695,12,2004,499,1317,55,514,6095252201,193
3339,1588,395,0,474,0,793,0,89,6095252306,156
4768,987,756,0,524,8,2372,0,121,6095252401,866
2804,1090,393,0,319,0,747,14,241,6095250400,347
3089,507,918,13,264,0,1269,0,118,6095251100,1016
4111,817,1217,0,236,0,1561,0,280,6095251500,1882
2593,755,657,0,90,0,852,6,233,6095251600,942
5281,1113,1481,0,1424,0,1002,21,240,6095251901,1198
10522,4054,470,36,3595,50,1731,0,586,6095252202,575
2841,1479,117,15,195,0,724,0,311,6037190700,996
3835,1116,189,0,93,0,2279,49,109,6037190902,1375
3476,1938,121,0,473,0,859,16,69,6037191110,1237
5776,942,28,10,1343,0,3406,14,33,6037191500,1682
3757,1680,176,0,816,0,821,0,264,6037192410,526
4101,383,250,0,1273,7,2087,0,101,6037192420,421
3303,2695,82,0,90,0,339,0,97,6037194300,146
3844,228,203,0,749,4,2660,0,0,6037209403,1986
4786,2318,185,33,1838,0,275,0,137,6037265510,2026
6489,2700,134,0,1033,0,2199,0,423,6037267501,1145
5618,2958,222,20,511,0,1656,23,228,6037920031,563
6823,2086,677,57,613,0,3093,17,280,6037910401,882
2926,2147,53,0,41,0,660,0,25,6037910804,220
2095,1402,57,0,120,0,498,0,18,6037920018,117
3924,165,169,0,100,0,3490,0,0,6037601202,773
3956,85,140,7,0,0,3724,0,0,6037601802,1055
3672,2595,93,0,428,8,366,17,165,6037701502,1646
5147,21,821,38,14,0,4205,0,48,6037601900,241
4610,2434,118,0,922,0,744,64,328,6037602302,1266
6234,928,757,0,625,24,3757,61,82,6037602402,408
3768,290,304,15,1470,101,1478,0,110,6037543601,595
4349,977,1157,0,1129,27,983,0,76,6037543603,414
2850,1513,262,0,692,0,224,7,152,6075016000,745
2932,1342,233,0,729,0,265,25,338,6075010500,557
3046,461,85,0,2328,0,87,0,85,6075011300,804
4301,2497,226,0,1073,0,356,0,149,6075015200,679
1956,672,91,7,388,0,575,92,131,6075017700,224
2287,1528,42,0,310,0,318,5,84,6075022702,145
5765,2191,56,0,894,0,2386,11,227,6075022801,866
2654,104,1354,0,296,167,567,0,166,6075023103,1069
4809,1212,433,0,2284,0,749,0,131,6075025900,315
5011,763,58,24,2068,0,2007,14,77,6075026003,415
3284,2141,171,0,254,0,567,0,151,6013378000,284
8974,2922,839,0,1705,72,2757,54,625,6013313103,1078
7722,4843,468,0,736,0,1443,0,232,6013334004,1170
7250,2377,1458,0,1325,0,1869,34,187,6013363000,610
3564,708,1110,0,332,0,1196,0,218,6013309000,597
5653,113,1196,0,412,0,3855,0,77,6013376000,1738
2869,1848,0,52,33,0,899,17,20,6027000100,294
5741,2896,29,1126,186,29,1353,0,122,6027000400,1007
2300,1335,10,436,23,4,399,8,85,6027000500,237
2473,2154,0,43,0,0,243,0,33,6027000300,54
1773,1301,63,104,41,2,228,0,34,6027000200,90
3147,1979,338,109,39,5,591,9,77,6035040600,428
4113,3577,8,82,31,0,333,0,82,6035040302,465
9353,2788,2191,173,222,16,3882,11,70,6035040400,247
2676,2381,24,87,0,0,147,0,37,6035040200,298
1502,1352,37,10,0,0,101,0,2,6035040100,200
3924,2506,176,0,455,0,639,35,113,6037135102,267
7674,5338,165,0,1376,0,554,0,241,6037135203,831
4590,2830,233,0,749,0,639,0,139,6037139301,378
4979,3737,406,0,341,0,430,0,65,6037141400,488
2977,2459,53,0,289,0,140,24,12,6037141500,107
4348,2100,97,0,317,0,1726,31,77,6037123304,1491
5194,950,342,5,44,0,3766,27,60,6037296600,1532
5369,2858,168,0,192,0,1905,0,246,6037297500,452
6062,3070,17,14,1367,0,1219,0,375,6037300400,435
4007,186,29,0,265,29,3498,0,0,6037532102,342
3601,597,704,6,214,0,1986,0,94,6037575901,1204
2611,55,2085,0,3,0,335,5,128,6037600601,330
5650,2989,686,29,546,0,1152,15,233,6037190301,630
5758,1185,2328,0,914,0,906,22,403,6037276100,379
5769,3548,15,0,1348,0,783,0,75,6037300100,1870
3862,2867,94,0,335,0,457,8,101,6037302201,1589
3580,1121,145,31,383,0,1797,44,59,6037197420,842
3326,285,53,0,762,58,1894,5,269,6037543703,232
3961,3233,0,0,345,0,283,0,100,6037701201,280
3489,1679,148,8,390,0,1102,0,162,6037701702,773
4671,646,222,0,466,0,3247,56,34,6037554201,556
5454,827,344,9,1621,0,2538,19,96,6037555001,1144
5982,480,902,29,616,101,3816,0,38,6037570202,1233
4071,121,877,0,80,41,2931,0,21,6037570203,1177
5825,2782,366,0,818,25,1497,0,337,6037570901,316
3765,1539,185,0,410,0,1313,15,303,6037570902,57
5987,3253,272,0,534,0,1671,23,234,6037571000,297
6155,396,957,0,838,83,3762,29,90,6037571701,1120
5556,339,346,18,2382,186,2154,13,118,6037572700,1073
7547,677,1424,0,1229,0,3969,131,117,6037573100,1944
1466,351,221,34,336,0,514,0,10,6037573401,191
8045,3960,162,0,2743,0,590,15,575,6073017042,377
5696,3011,145,0,1781,0,467,33,259,6073017044,108
2714,1382,40,0,951,0,183,6,152,6073017045,165
38932,22842,3414,404,708,132,10784,101,547,6073018700,3796
4884,3149,56,20,289,0,1231,11,128,6073018803,418
8883,4731,72,637,445,4,2708,15,271,6073019106,1572
6824,3556,175,0,104,0,2813,0,176,6073019601,903
2900,2541,40,0,77,0,204,0,38,6073008200,174
2996,2309,18,0,234,0,237,0,198,6073008301,91
1877,808,41,0,576,0,387,0,65,6073008305,722
3870,2665,72,130,321,15,483,0,184,6073008307,615
3262,1779,74,16,414,54,654,41,230,6073002801,1518
5501,680,293,0,1190,132,3142,0,64,6073011902,444
5081,1410,351,0,479,43,2669,0,129,6073013909,897
6083,3200,356,7,278,0,1988,64,190,6073016302,2197
5168,316,174,0,136,0,4459,0,83,6073010112,1758
3012,588,289,0,541,35,1479,0,80,6073002301,1120
4942,198,476,37,540,80,3611,0,0,6073003404,2150
4705,2094,96,37,132,0,2246,0,100,6073018903,979
2529,606,106,0,106,0,1655,0,56,6073020208,199
4288,2531,39,0,1130,0,404,0,184,6073008337,227
8187,233,37,0,236,0,7661,0,20,6073010005,3123
5050,852,204,7,106,0,3881,0,0,6073012402,1191
4763,2339,366,34,258,0,1608,0,158,6073013801,425
5228,1758,708,99,439,22,1884,0,318,6073013906,1199
3039,2304,8,11,115,0,453,7,141,6073017501,2658
8082,953,80,34,1366,0,5298,0,351,6073010110,467
7412,5118,14,26,82,0,1787,0,385,6073016807,224
3608,2762,31,0,284,0,361,11,159,6073017020,267
3861,79,28,0,122,0,3632,0,0,6037205110,1487
7646,614,689,0,1243,0,4974,52,74,6037208000,3045
4428,313,326,0,509,6,3189,0,85,6037209401,2379
2966,2350,159,7,169,0,176,0,105,6037214800,239
3802,742,330,12,1444,0,1026,21,227,6037221900,1630
5753,42,620,6,0,0,5050,18,17,6037229300,3167
5808,88,3625,40,389,0,1443,61,162,6037236100,2305
5137,40,1949,0,5,0,3042,36,65,6037241120,2526
5763,3867,137,72,698,0,869,0,120,6037301702,1502
2279,1613,32,0,220,0,350,5,59,6037311400,157
5843,949,569,0,877,0,3379,12,57,6037554002,1461
7668,1033,79,0,392,0,6105,0,59,6037550800,689
7585,505,903,0,601,157,5148,0,271,6037570301,2413
7487,1381,219,17,505,0,5229,14,122,6037604100,1452
4377,2699,51,189,380,43,851,13,151,6037573800,285
3991,1543,452,0,471,0,1524,0,1,6037576801,1187
6889,273,2564,14,0,197,3774,0,67,6037601212,1758
4815,2651,12,14,1196,0,700,0,242,6037650702,144
5143,332,4,1,52,1,4705,47,1,6037106604,1588
6420,2344,656,0,948,88,2026,0,358,6037113321,1101
3180,69,1396,0,37,0,1661,0,17,6037541100,1028
3019,75,1321,0,46,0,1531,0,46,6037542800,731
8416,1268,70,55,1179,26,5773,0,45,6037550300,1396
6467,420,739,0,211,0,4985,0,112,6037553802,1928
4796,703,447,0,2864,8,639,0,135,6037554514,345
4868,897,459,33,2441,0,846,0,192,6037554522,354
4507,478,193,6,1489,0,2247,0,94,6037554600,969
4951,1764,350,0,878,286,1329,56,288,6037570001,449
3739,591,466,0,1103,223,1328,0,28,6037572202,430
5799,106,599,11,1834,128,2915,20,186,6037572600,1031
4157,263,678,0,258,0,2918,0,40,6037573002,1965
2330,982,125,0,113,3,1009,0,98,6037574202,249
3763,1434,469,0,721,0,973,8,158,6037575001,477
2341,255,216,0,101,0,1767,0,2,6037575801,1034
3135,2322,37,0,167,47,523,9,30,6037577400,524
407,284,0,0,2,36,72,0,13,6037599100,6
6718,140,2774,0,80,0,3368,27,329,6037600902,2451
