Total Population,Poverty,Census Tract
2930,998,6037241201
5431,2018,6037241202
3912,248,6037262501
6195,139,6037262604
3539,365,6037262704
3751,268,6037262706
3291,96,6037262802
2826,219,6037264102
2708,450,6037264103
1950,514,6037265201
3776,922,6037265202
3493,400,6037265601
2874,309,6037265602
3114,643,6037267403
3340,1027,6037267404
2314,214,6037267901
3568,370,6037267902
3406,782,6037269601
2835,743,6037269602
3442,667,6037269903
3963,369,6037269904
2577,367,6037269905
3102,314,6037269906
2825,407,6037269907
3267,493,6037271901
4030,438,6037271902
2736,389,6037272201
3549,558,6037272202
2975,493,6037273402
2889,482,6037273502
4047,347,6037273902
4416,495,6037274202
1179,184,6037275101
4109,1180,6037275102
5468,2320,6037275500
10539,1166,6037275602
2710,279,6037275603
5335,636,6037276603
4328,595,6037276604
2493,439,6037278001
3063,104,6037278102
2451,123,6037293306
2552,676,6037293307
2539,330,6037294301
4378,1451,6037294302
2847,952,6037294421
3229,1123,6037294701
4981,101,6037295103
3354,221,6037296401
3374,339,6037296402
4422,1241,6037296901
3918,863,6037296902
4246,749,6037297201
3921,426,6037297202
2706,524,6037297601
3739,893,6037297602
5966,430,6037300301
2230,159,6037301205
8598,402,6067007104
6950,1657,6067007105
8415,391,6067007106
3707,118,6067007107
5026,2012,6067007301
2242,584,6067007426
6825,898,6067007427
3498,504,6067007428
5000,1218,6067007429
8455,1384,6067007430
3328,808,6067007431
5333,776,6067007432
7802,953,6067007433
2231,101,6067008505
2723,144,6067008506
4133,391,6067008507
7507,324,6067008508
4875,87,6067008509
4939,179,6067008510
4461,53,6067008512
3593,173,6067008513
4286,454,6073014901
3042,478,6073014902
3238,621,6073016503
7510,1262,6073016504
5079,238,6073017051
5480,459,6073017052
3181,170,6073017053
5655,545,6073017054
5231,201,6073017055
4208,99,6073017056
6755,338,6073017109
11557,1386,6073017110
4113,262,6073017813
3973,638,6073018613
5670,601,6073018614
4629,358,6073019808
3963,410,6073019809
4612,522,6073020026
16237,990,6073020027
4621,1702,6073020028
6014,1713,6073020029
3850,1431,6073020213
5997,3177,6073020214
5502,1686,6073020308
4471,1274,6073020309
5121,192,6073020810
6133,156,6073020811
7126,1073,6073021205
3235,33,6073021206
6593,672,6073021400
10079,863,6073021500
2404,281,6073021600
2316,142,6073021800
1916,475,6073021900
4194,909,6073022000
10228,1632,6073022100
0,0,6073990100
4895,307,6067008703
3929,304,6067008704
7899,604,6067008705
4178,631,6067008801
5297,743,6067009010
4227,220,6067009011
5127,1552,6037301206
5024,884,6037301801
4288,895,6037301802
3557,943,6037302003
4152,1379,6037302004
6550,2672,6037302401
4158,1586,6037302503
4297,1259,6037302504
4536,1804,6037302505
3185,768,6037302506
5595,899,6037310201
5127,1040,6037310202
4066,755,6037310501
6721,1181,6037310601
2787,281,6037310602
2772,398,6037311801
4122,1337,6037311802
4556,1338,6037320201
2535,189,6037800406
7178,608,6037800408
1627,135,6037800410
2507,254,6037800504
3150,267,6037800506
5650,2455,6037900103
5766,1411,6037900104
1151,372,6037900201
3661,1624,6037900505
4330,1586,6037900506
6798,2294,6037900507
3765,1399,6037900508
3494,1271,6037900608
5286,2252,6037900609
2733,496,6037901008
5295,875,6037901009
5788,1469,6037901010
5301,1076,6037901011
1801,474,6037901209
1733,245,6037901210
3900,200,6037901213
6316,1669,6037910001
8044,2121,6037910002
1737,850,6037910101
5863,750,6037910207
6196,1035,6037910208
4825,567,6037910209
7460,515,6037910210
4750,1800,6037910504
3267,680,6037910505
4688,1451,6037910605
3471,1096,6037910606
7753,2263,6037910711
2833,300,6037910712
5686,1251,6037910713
4106,1043,6037910714
5869,960,6037320202
4509,141,6037400207
3994,395,6037400403
4278,257,6037400404
2076,124,6037400501
2183,126,6037401303
5857,222,6037401304
3282,581,6037402001
3854,595,6037402002
3902,1277,6037402303
4243,1961,6037402304
2899,758,6037402405
5170,1129,6037402406
3274,350,6037402705
3944,792,6037402706
3162,810,6037402803
4127,1202,6037402804
4449,1349,6037402903
3739,471,6037402904
3660,1383,6037404201
2740,588,6037404202
2662,423,6037404503
4550,1189,6037404504
3501,643,6037405301
5683,1071,6037405302
4098,352,6037405701
5058,715,6037405702
3081,181,6037406701
5698,838,6037406702
4745,852,6037406901
3645,536,6037406902
4570,1117,6037407501
4124,805,6037407502
5851,1233,6111008700
5491,583,6111008800
3369,731,6111008900
4697,2014,6111009100
0,0,6111980000
0,0,6111990100
8512,526,6113010302
5495,420,6113010310
5427,655,6113010312
4234,531,6113010401
4296,123,6113010402
3696,1227,6113010511
5228,402,6005000303
4369,801,6005000304
4801,513,6007000103
5348,1223,6007000104
3680,696,6007000401
7837,877,6007000402
2633,191,6007000901
6694,1808,6007000903
6927,1384,6007000904
3028,380,6007001703
3491,394,6037106645
3346,339,6037106646
4509,1173,6037106648
2590,339,6037106649
5501,112,6037108201
7561,353,6037108202
4458,1185,6037109603
3088,372,6037109604
4064,450,6037111205
4371,356,6037111206
3696,260,6037113101
2916,185,6037113102
1834,183,6037113235
4063,444,6037113237
120,58,6037115103
4690,1473,6037115104
3722,975,6037115403
2907,497,6037115404
5115,648,6037117101
2805,449,6037117102
4657,1472,6037117201
2549,132,6037117202
4064,2098,6037117407
3333,1470,6037117408
4329,740,6037119001
7960,963,6037119002
4260,966,6037119201
4715,864,6037119202
2877,829,6037119341
3092,881,6037119342
3344,1835,6037120103
4507,990,6071001308
4672,810,6071001309
4926,424,6013359103
2000,207,6013359104
5039,243,6013359105
4873,659,6013360101
4302,273,6013360102
5236,361,6013365003
4912,1087,6013368001
3646,768,6013368002
11666,1679,6013392200
3119,303,6013392300
0,0,6013990000
2324,1000,6015000104
6566,802,6015000105
0,0,6015990000
2814,428,6017030301
2519,371,6017030302
2418,318,6017030504
2444,178,6017030505
6223,325,6017030706
4882,155,6017030709
4716,240,6019005522
4893,140,6019005524
1022,71,6019005525
4446,1229,6019005607
3327,878,6019005608
6971,1987,6019005804
5783,213,6019005805
7225,525,6019005905
2524,406,6019005906
3504,250,6019005907
7592,928,6019005909
5397,254,6019005911
4734,197,6019005912
2386,1081,6019006201
6311,1951,6019006202
4827,213,6019006404
5226,713,6019006405
6601,4008,6019006501
4435,2704,6019006502
2213,667,6019006603
8023,3395,6019006604
2861,1315,6019007801
5339,3520,6019007802
2630,1264,6037209104
5753,585,6071001310
3508,535,6071001311
5178,586,6071001312
4130,987,6071001501
4121,1742,6071001503
5985,2161,6071001504
4901,1286,6071001704
6459,1277,6071001706
6675,1182,6071001707
5345,407,6071001804
4555,187,6071001806
4686,441,6071001808
4968,887,6071001809
5255,956,6071001810
3488,1041,6071001812
5953,1649,6071001813
4525,116,6071001901
10110,1475,6071001903
6490,835,6071001905
9343,1133,6071001906
4230,231,6071002011
4098,406,6071002013
4646,165,6071002014
4719,595,6071002015
3677,568,6071002016
5656,155,6071002017
4943,426,6071002018
5374,671,6071002019
5318,211,6071002021
13138,588,6071002022
5879,994,6071002023
13204,2646,6065042620
7337,1143,6065042621
4526,1038,6065042622
3979,320,6065042623
4508,697,6065042624
4001,318,6065042724
9199,1239,6065042726
2088,230,6065042728
10311,1556,6065042729
5647,1833,6065042730
7749,1110,6065042731
6393,535,6065042732
2166,372,6037211121
3224,1285,6037211122
2547,708,6037211201
2450,662,6037211202
4490,785,6037211703
2930,777,6037211704
3403,658,6037211803
3203,763,6037211804
2519,1003,6037211921
3522,1016,6037211922
3165,837,6037212101
2301,799,6037212102
3705,1008,6065044930
2062,439,6065044931
3028,576,6065044932
1918,204,6065045114
1861,135,6065045115
1481,186,6065045116
4214,1179,6065045117
2369,735,6065045118
2673,384,6065045119
4505,1012,6065045120
6501,1579,6065045121
1508,83,6065045122
2342,192,6065045123
5289,2539,6071006203
4461,2013,6071006204
4640,979,6071006601
5965,726,6071006603
5067,137,6017030710
4116,328,6017030807
6432,343,6017030808
2473,357,6017030809
3821,911,6017030810
3310,911,6017031600
3063,115,6017031700
6914,476,6017031800
75,10,6017031900
791,95,6017032000
3521,589,6037143604
4508,870,6037183103
2226,196,6037183104
3500,553,6037183221
9967,848,6065042733
2519,200,6065042737
8050,1148,6065042738
7513,581,6065042739
1854,235,6065042740
2138,416,6065042741
4717,116,6065042742
3233,212,6065042743
4383,1230,6065042744
5405,880,6065042745
7099,460,6065043007
7473,1240,6065043008
5588,667,6065043009
5721,717,6065043010
7535,732,6065043227
3448,282,6065043228
5107,293,6065043229
9234,1011,6065043235
7762,1035,6065043239
11440,1036,6065043240
9597,646,6065043242
9434,653,6065043244
6068,400,6065043246
12549,1067,6065043247
5043,313,6071002025
5621,758,6071002027
5124,568,6071002028
5912,483,6071002029
6434,134,6071002031
7912,785,6071002033
15807,1043,6071002034
7262,808,6071002035
13453,2413,6071002036
7742,383,6071002037
6514,302,6071002038
4773,1716,6071002101
5581,1402,6071002103
5444,1064,6071002105
5709,1192,6071002107
5268,449,6071002109
7058,938,6071002110
6940,429,6071002206
2390,560,6071002207
3453,449,6037183222
2286,443,6037183401
2886,697,6037183402
3789,938,6037183701
2850,634,6037183702
3609,1228,6037185203
1979,361,6037185204
3437,832,6037186201
1945,302,6037186202
3303,181,6037186203
3062,1165,6037186301
5392,1103,6037186302
2743,531,6037186403
2816,717,6037186404
3236,421,6037187101
3867,1234,6037187102
3539,207,6037188201
2334,82,6037188202
2410,319,6037189101
3283,417,6037189102
3354,899,6037189201
2325,231,6037189202
2009,398,6037189903
2396,473,6037189904
2377,415,6037189905
2086,910,6037190201
3328,1089,6037190202
2863,620,6037190401
2404,860,6037190402
2693,1414,6037190801
2835,1006,6037190802
2395,828,6037191301
4383,500,6067005204
1890,784,6067005205
1311,800,6067005301
2087,846,6067005509
5046,2148,6067005510
2480,963,6067005903
4818,764,6067005904
3645,1018,6067009201
2934,138,6067009324
780,40,6067009325
5155,363,6067009326
21166,1735,6071002304
10743,1178,6071002305
3871,378,6071002306
5143,436,6071002307
5643,483,6071002604
8171,734,6071002606
8495,1189,6071002607
5627,487,6071002703
11522,1008,6071002704
5231,366,6071002705
9203,473,6071002706
5905,1380,6071002801
3915,1296,6071002803
5571,2444,6071002804
5153,1601,6071003101
5796,2505,6071003102
5352,1650,6071003301
4711,301,6065043248
9210,1015,6065043250
9562,126,6065043252
2236,768,6037120104
2868,992,6037120105
4448,2364,6037120106
3666,1969,6037120107
4702,2157,6037120108
3318,999,6007001704
2367,182,6007002601
3439,567,6007002602
2741,1328,6007003001
3433,1623,6007003002
3547,995,6007003501
4424,988,6007003502
4737,2150,6007003700
4335,860,6009000121
3546,376,6009000122
3080,293,6009000501
1582,105,6009000503
388,83,6009000504
7036,1648,6013302005
3809,296,6013302006
6973,936,6013302007
8623,873,6013302008
7513,834,6013302009
5472,458,6067009328
2420,633,6067009329
3881,288,6067009330
7348,595,6067009331
1348,286,6067009332
10691,1224,6067009407
2078,289,6067009408
7361,632,6067009622
10190,785,6067009630
7348,879,6067009632
3799,1199,6067009633
5212,2125,6067009634
6503,713,6067009635
7913,614,6067009636
6704,518,6067009637
9423,804,6067009638
3853,828,6067009639
3697,784,6067009900
41,0,6067988300
6124,653,6069000501
6962,721,6069000502
4120,824,6069000701
5111,606,6069000702
3129,70,6069000801
2745,384,6069000802
12081,1818,6071000113
7486,504,6071000115
2390,195,6075011901
2813,336,6075011902
4638,943,6075012201
3525,1280,6075012202
2116,858,6075012301
2621,774,6075012302
4782,1573,6075012401
4018,1028,6075012402
3921,1401,6075012501
3424,1644,6075012502
2630,68,6075012601
2688,145,6075012602
2650,107,6075012901
3943,250,6075012902
4012,282,6075013101
2915,187,6075013102
11658,312,6013302010
9182,1205,6013303102
13027,1909,6013303103
11818,1522,6013303201
7269,232,6013303202
10123,766,6013303203
4535,895,6013303204
8818,513,6013303205
4966,174,6013304001
1394,216,6013304002
4007,460,6013304003
3935,219,6013304004
8623,785,6013304005
5026,968,6013306003
3891,637,6013306004
3299,161,6013313203
5705,709,6013313204
1676,123,6013313205
2891,642,6037121101
2695,739,6037121102
2402,598,6037121221
5378,1818,6037121222
2969,1006,6037121801
3227,945,6037121802
2593,556,6037122121
2649,705,6037122122
4372,1371,6037123901
2499,369,6037123902
1972,436,6037124103
2433,600,6037124104
2462,580,6037124105
2537,572,6037124203
2152,602,6037124204
2635,711,6037124902
3399,542,6037124903
4729,1056,6037125401
4676,714,6037125402
3127,492,6037125501
3457,538,6037125502
3187,980,6037127103
3588,1193,6037127104
3148,1510,6037127603
4114,1018,6075015801
3321,270,6075015802
3746,498,6075016801
3623,583,6075016802
3888,223,6075017101
3805,416,6075017102
3654,1422,6075017801
5771,2194,6075017802
3260,215,6075020401
4675,238,6075020402
3289,238,6075022704
5282,497,6075025701
4422,716,6075025702
7209,933,6075031201
3482,611,6075031202
4510,537,6075031301
6167,956,6075031302
5404,621,6075032601
4891,439,6075032602
4258,249,6075032801
2021,130,6095250104
6756,536,6095250105
4781,225,6095250106
3858,500,6095250604
4123,234,6095250605
3839,791,6095250801
2941,110,6095252310
4412,154,6095252311
4094,584,6095252312
5768,514,6095252313
4466,445,6095252314
4679,273,6095252315
3892,356,6095252316
8286,312,6095252317
3051,280,6095252610
3700,1152,6095252611
2998,335,6095252801
591,78,6095252802
4551,467,6095252911
5803,142,6095252912
4916,306,6095252913
5870,321,6095252914
4867,208,6095252915
5238,389,6065043254
3865,265,6065043256
8958,606,6065043257
5487,208,6065043262
7873,651,6065043264
7549,611,6065043265
5811,1166,6065043266
6822,576,6065043267
6017,679,6065043270
3988,450,6065043271
4930,410,6065043272
2264,368,6065043274
3802,390,6065043276
6491,492,6065043278
5240,476,6065043279
8600,960,6065043291
3630,458,6065043316
8819,1769,6065043317
7432,1756,6065043512
3204,974,6065043513
7588,1809,6065043517
4572,2273,6065043601
3702,1560,6065043602
5229,612,6065043810
4242,566,6065043811
5826,465,6065043812
5123,1977,6065043813
908,94,6065043814
4730,710,6065043818
4878,385,6065043820
4708,1002,6065043821
3572,461,6065043822
9668,503,6065043823
6103,2077,6071003302
5157,2063,6071003404
5419,1876,6071003405
5902,1086,6071003503
3093,1184,6037127604
3986,1796,6037127605
3499,687,6037127606
3451,949,6037127711
3669,987,6037127712
4675,1597,6037127803
7601,1809,6095253204
3135,691,6095253205
3162,246,6095253206
4983,269,6095253403
7138,1300,6095253404
0,0,6095980000
4793,576,6097150203
3541,650,6097150204
6189,1073,6097150305
4061,480,6097150306
5259,285,6097150607
4877,676,6097150609
3857,838,6097150610
4355,499,6075032802
5709,371,6075032901
4142,818,6075032902
3797,1182,6075033203
4806,1887,6075033204
3824,649,6075042601
3022,205,6075042602
4472,407,6075047801
3783,491,6075047802
4692,2333,6075061100
4288,994,6075061200
5977,1520,6075061400
106,0,6075980200
66,0,6075980300
0,0,6075980401
669,251,6075980501
575,170,6075980600
272,38,6075980900
0,0,6075990100
7306,1955,6077000801
2815,1515,6077002201
5388,2047,6077002202
5139,2197,6077002401
1719,487,6077002402
2134,1293,6077002503
4009,872,6077002504
3477,985,6077003216
3788,1598,6077003217
2852,1568,6077003312
2969,1454,6077003313
4443,975,6037127804
3496,909,6037127805
3232,1109,6037127806
3710,999,6037128101
4976,1682,6037128102
4508,1344,6037128601
6115,1425,6013313206
2700,34,6013320003
6567,295,6013320004
5764,523,6013324001
5201,572,6013324002
4594,635,6013333101
4388,269,6013333102
4752,173,6013334006
7362,227,6013334200
3957,746,6013336201
6409,1981,6013336202
5195,812,6013338101
3487,233,6013338102
5628,469,6013338203
6252,287,6013338204
3576,452,6013339001
6943,1171,6013339002
5269,352,6013345111
6495,140,6013345112
4557,124,6013345113
6633,440,6013345114
5931,200,6013345115
2797,86,6013345116
6677,327,6013345203
3829,150,6013345204
3904,208,6013346203
7512,82,6013346204
2646,138,6013351101
3595,465,6013351102
1915,189,6013351103
5424,544,6013355107
13617,1291,6013355108
6981,734,6013355109
4203,350,6013355110
6018,350,6013355111
5421,416,6013355112
4260,1285,6077003409
6086,1615,6077003410
8083,3980,6041112201
4877,1124,6041112202
3357,345,6041119201
3455,305,6041119202
3351,208,6041130201
4369,292,6041130202
1115,131,6041131100
0,0,6041990100
3752,580,6043000101
2667,579,6043000102
1810,676,6037461902
4103,1652,6037462001
4161,1627,6037462002
3759,1314,6037462201
2785,1077,6037462202
4903,1377,6037462301
3253,970,6037462302
5911,963,6037463601
5895,1584,6037463602
3850,834,6037480303
4363,1242,6037480304
2910,585,6037481605
4943,936,6037481606
3896,704,6037500403
4750,664,6037500404
3305,482,6037501001
5152,238,6037501002
4300,1594,6037501803
2183,657,6037501804
2718,465,6037502003
4319,794,6037502004
5014,852,6037502005
6513,1118,6037502801
3032,704,6037502802
5307,513,6037503103
2594,555,6037503104
4267,723,6037503105
3950,628,6037503106
2788,979,6037531503
4261,1279,6037531504
4253,1589,6037533001
3907,534,6037128602
3425,487,6037128801
4959,280,6037128802
5214,1173,6037131701
3702,556,6037131702
3597,445,6037132001
3219,574,6037132002
4555,685,6037132101
5780,1287,6037132102
4170,823,6037132501
4000,928,6037132502
3909,1165,6037134001
3836,910,6037134002
3531,382,6037134423
2844,159,6037134424
3673,1185,6037134521
4305,1784,6037134522
6435,1837,6037134903
4261,910,6037134904
4354,687,6037134905
3268,204,6037135113
5019,1293,6037135114
5311,509,6037137103
2889,318,6037137104
5618,853,6037139001
2795,390,6037139401
2889,176,6037139402
5887,1143,6037139503
4018,809,6037139504
4896,597,6037141101
3068,347,6037141102
4471,495,6037141201
2751,419,6037141202
3416,365,6037141303
3057,525,6037141304
2369,246,6037143603
5122,146,6013355113
11529,538,6013355114
7865,903,6013355115
8342,263,6013355116
7506,83,6013355117
5072,150,6013355306
2647,1021,6037533002
3505,866,6037533805
3817,1434,6037533806
4288,1416,6037535001
3735,1524,6037535002
3542,641,6043000301
2837,668,6043000302
1943,391,6045011001
5916,1014,6045011002
4160,679,6045011102
0,0,6045990100
4760,680,6077004105
1774,254,6077004106
3884,713,6077004307
4054,260,6097150611
4628,286,6097150612
2863,82,6097151601
3129,229,6097151602
4582,505,6097152905
5579,360,6097152906
4238,810,6097153103
3830,1177,6097153104
3493,76,6097153804
3332,166,6097153806
3622,140,6097153807
4363,703,6097153808
4380,667,6097153809
3863,954,6097154201
5769,548,6097154202
1567,235,6097154303
2261,330,6097154304
0,0,6097990100
9274,2460,6099000510
4015,1107,6099002005
4800,800,6099002006
4014,722,6099002401
5749,2164,6099002402
4737,1693,6099002503
4717,686,6099002504
8050,2140,6099003605
12241,957,6099003606
7238,2113,6099003804
3045,411,6099003805
3538,231,6061021043
6507,230,6061021044
5315,1942,6019003500
6948,2492,6019003805
3719,869,6019004210
4429,595,6019004303
5108,765,6019004503
8019,2963,6019006100
5923,3088,6019000400
3565,1776,6019000700
2729,1327,6019001100
4927,2197,6019001202
6637,2116,6019001700
5532,2499,6019001201
3565,1730,6019002300
9925,1483,6019003803
3145,1108,6019004100
12554,4484,6019004212
5229,3146,6019004704
4215,2383,6019002400
5233,2718,6019002601
6166,1658,6019003804
3632,826,6059074406
9620,1692,6059074200
6146,846,6059074408
5538,2195,6059074805
9466,3556,6059074901
5420,2626,6059075004
4047,452,6059075504
3657,310,6059075506
5293,563,6059075513
4414,486,6059099902
5643,1248,6059099903
4602,367,6059110001
5692,334,6059110102
5442,432,6059110109
5000,165,6059110114
5564,1474,6059110402
9015,2838,6059110500
5922,445,6059042331
4059,318,6059042333
250,0,6059052404
4256,129,6059052415
21643,3667,6059052418
3511,80,6059052419
5210,219,6059052421
6496,553,6059052425
2438,239,6059052506
7932,537,6059052524
10867,5113,6059062614
4054,817,6059062625
4090,158,6059062635
6513,316,6059042112
7026,279,6059042205
7017,762,6059042307
4789,209,6059042323
2599,261,6059042328
3594,135,6059042339
6254,338,6059062633
3979,251,6059062636
9229,4464,6071000301
8865,1409,6071002502
7063,2351,6071004201
4068,1044,6071006201
2802,1218,6071007407
5635,1389,6071010415
2885,574,6071011900
9327,1167,6071007302
4778,757,6071008200
7299,2910,6071009710
7423,1546,6071010412
8376,819,6085512017
4472,172,6085512031
5208,256,6085512309
5431,665,6085500600
1743,909,6085500902
5553,972,6085502001
7674,1131,6085502102
2722,266,6085502202
6949,340,6085502400
6826,321,6085502500
6247,709,6085503305
4258,841,6085503306
6172,1065,6085503504
6641,420,6085504315
6915,1074,6065031200
7717,2783,6065031401
3811,452,6099004000
4583,500,6101050401
3894,476,6101050402
3698,442,6101050403
4676,1431,6101050701
6050,1936,6101050702
2557,704,6105000101
4212,975,6105000102
4549,1326,6077004308
3801,1830,6077004403
3856,2031,6077004404
2467,391,6077004501
4169,2403,6077004502
3772,620,6077004703
5121,1160,6077004704
3676,417,6077005129
3580,699,6077005130
4322,1245,6077005131
3108,738,6077005132
4303,491,6077005133
4880,589,6077005134
7786,493,6077005135
23827,1584,6077005206
13994,710,6077005207
6354,258,6077005208
7387,559,6077005209
12116,618,6077005210
3165,622,6077005307
4360,745,6077005308
3375,497,6077005405
3407,1014,6077005406
1659,283,6077005501
1939,211,6077005502
3379,462,6079010002
5088,1263,6079010016
1738,311,6079010101
7194,1761,6079010102
6563,1192,6079010204
4469,297,6079010205
3581,426,6079010403
2144,413,6079010404
5480,621,6079010503
2692,539,6079010504
3755,478,6079010602
4478,707,6107002203
6191,2370,6107002204
2690,646,6107003501
12363,2925,6107003502
0,0,6109985202
4923,438,6111000303
4459,1104,6111000304
7523,2209,6111000701
3383,466,6111000702
741,108,6111001206
5568,583,6111002905
3264,498,6111003010
5496,1167,6111003011
690,486,6111003012
5291,822,6111003013
5814,790,6111003609
3647,1198,6047000201
1933,496,6047000202
10077,1998,6047000203
1640,453,6047000401
8528,1921,6047000402
1393,544,6047002401
7660,2172,6047002402
2254,417,6047002500
5482,967,6047002600
3624,520,6051000101
2339,457,6051000102
4303,1815,6053000501
3878,1039,6053000502
6062,2536,6053000701
5996,2020,6053000702
4046,1001,6053001801
5401,1601,6053001802
1441,204,6053010306
6207,1139,6053010505
4850,1178,6053010506
4263,1217,6053010607
2611,560,6053010608
5516,1850,6053010804
6969,1442,6053011203
3634,1027,6053011204
4522,1544,6053011303
7493,2296,6053011304
1732,260,6053011502
6007,631,6053011602
2179,166,6053011604
2014,177,6053011801
5447,1159,6037536103
4072,1292,6037536104
3971,1167,6037542103
3541,899,6037542104
4685,1543,6037542105
3516,1111,6037542106
7786,993,6037543306
4670,1525,6037543905
4830,1166,6037544001
3339,602,6037544002
2864,435,6037550201
5716,1147,6037550202
5812,1279,6037550601
4357,343,6037550602
4005,971,6037550901
5768,1198,6037550902
4027,927,6037551101
5371,1421,6037551102
4580,714,6037551401
4647,380,6037551402
4662,474,6037551501
4422,583,6037551502
4176,512,6037552001
3358,734,6037552002
4241,603,6037552301
4110,798,6037552302
2854,829,6037553503
6039,1909,6037553504
1520,137,6037554103
2487,671,6037554104
4569,1321,6037554105
3579,511,6037554203
4405,979,6037554204
3348,498,6037554301
4781,436,6111003612
4885,1864,6111003801
2577,666,6111003802
6084,795,6111004304
1261,239,6111004305
2202,603,6111004505
7603,3831,6111004506
5208,1343,6111004710
3536,619,6111004711
5449,604,6111004715
5070,737,6111004716
3797,1322,6111004717
7290,757,6111004901
4950,1572,6111004902
7751,2152,6111005003
9284,814,6111005004
3413,164,6111005204
6020,553,6111005205
5185,97,6111005801
9258,623,6111005802
5953,256,6111007405
1314,194,6079010603
6693,586,6079010707
4932,1063,6079011001
3298,1280,6079011002
3344,199,6079011503
647,73,6079011504
4443,326,6079011701
3651,345,6079011704
5661,667,6079012102
10912,789,6079012304
5070,469,6079012505
4881,400,6079012900
2873,413,6079013000
0,0,6079990000
3313,250,6081600401
5030,544,6081600402
4198,295,6081601901
5472,644,6081601902
2330,315,6081603801
4898,413,6081603802
3660,108,6081609201
4487,507,6081609202
6742,845,6081613900
5926,406,6081614000
0,0,6081984300
0,0,6081990100
2868,647,6083000301
3892,566,6083000302
6582,1135,6083000804
4332,1151,6083001206
4811,949,6083001208
8253,1167,6083001304
3371,378,6083001306
3112,248,6083001402
4593,436,6083001604
3309,435,6083001704
2418,160,6111007406
4494,365,6111007509
6031,135,6111007510
2443,206,6111007511
5438,287,6111007512
1675,80,6111007513
6373,282,6111007514
2546,83,6111007609
5437,122,6111007610
3768,459,6111007611
5031,636,6111007612
4666,164,6111007613
8417,505,6111007614
7581,2251,6111008600
4400,1325,6037554302
3045,602,6037554405
1811,177,6053011802
4905,766,6053012502
0,0,6053014104
3388,751,6053014105
7762,1097,6053014107
5722,600,6053014201
4605,1198,6053014202
4402,891,6053014500
5814,1438,6053014601
7555,1275,6053014700
6390,1038,6053014800
0,0,6053980000
0,0,6053990000
5436,1294,6055200301
2957,219,6055200302
6230,766,6055200504
2636,354,6055200505
5403,721,6055200601
4163,636,6055200602
5005,664,6055200704
2932,465,6055200705
3179,185,6055200706
3169,313,6055200707
2103,175,6055200803
5613,1038,6055200804
5370,660,6055201003
5934,557,6055201004
2423,173,6055201005
3211,331,6055201006
4267,354,6055201007
2118,53,6055201101
1803,186,6055201102
3192,158,6055201401
3032,215,6055201402
656,18,6055201403
2684,491,6055201601
3281,416,6055201602
4888,951,6037554406
4893,2136,6037570403
3544,893,6037570404
3621,557,6037571503
4544,517,6037571504
3972,1253,6037571703
4287,1557,6037571704
1914,472,6037573003
4553,1472,6037573004
6025,441,6037573601
4992,352,6037576001
3990,1174,6037576301
4174,1567,6037576302
3349,1239,6037576903
3391,872,6037576904
1369,154,6037577504
1349,70,6037577604
3961,1749,6037600303
3905,1516,6037600304
4805,1307,6037602504
4370,1724,6037602505
4245,1517,6037602506
5002,1017,6037602507
7138,1393,6037602508
4255,799,6037602509
3255,1191,6037602801
4343,480,6037602802
5847,1346,6037603005
1905,372,6037603006
4747,955,6037603801
3754,588,6037603802
4579,678,6037604001
4886,529,6037604002
5866,240,6037620305
2862,142,6037620904
4242,276,6037621004
2558,259,6057001203
2229,275,6057001204
5012,229,6057001205
6716,813,6057001206
8660,218,6059032057
10772,131,6059032058
10480,531,6059032059
4708,119,6059032061
2689,534,6059062648
3206,517,6059062649
4917,1319,6059087505
0,0,6059980000
0,0,6059990100
2136,640,6061020401
3690,453,6061020402
2999,114,6061020501
4485,376,6061020502
4718,322,6061020710
4212,328,6061020711
3724,684,6061020712
2791,413,6061020713
4154,420,6061020714
3020,402,6061020715
3584,307,6061020717
4183,553,6061020805
3743,795,6061020806
7375,1400,6061020908
4394,208,6061021034
7748,478,6061021035
2038,176,6061021037
7304,884,6061021038
1739,141,6061021039
3369,495,6061021040
